week_past,is_holiday,age_price_wsum,Make,AccidentArea,Sex,MaritalStatus,Fault,VehicleCategory,RepNumber,Deductible,DriverRating,Days:Policy-Accident,Days:Policy-Claim,PastNumberOfClaims,AgeOfPolicyHolder,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange-Claim,NumberOfCars,BasePolicy,FraudFound
0,0,10,10,2,2,2,1,2,6,400,2,5,3,2,5,2,2,1,4,1,1,2,1
0,0,8,14,2,1,2,1,2,6,400,2,5,3,0,6,2,2,1,4,1,1,1,0
0,0,7,7,2,2,2,1,1,5,400,2,5,3,2,6,2,2,1,4,1,1,3,1
0,0,7,18,2,2,2,1,1,13,400,4,5,3,2,6,2,2,1,2,1,1,3,1
0,0,7,18,2,2,1,1,1,1,400,3,5,3,3,5,2,2,1,1,1,1,3,1
3,1,9,18,1,2,1,1,1,4,400,3,5,3,3,5,2,2,1,3,1,1,3,1
0,0,9,7,1,2,2,2,1,1,400,3,5,3,0,8,2,2,1,3,1,1,3,1
0,0,8,4,2,2,2,1,2,15,400,1,5,3,1,6,2,2,1,1,1,3,2,1
0,0,8,18,2,2,2,2,2,5,400,3,5,3,0,6,2,2,1,2,1,1,2,1
0,0,7,19,2,2,2,1,1,9,400,4,5,3,3,5,2,2,1,4,1,1,3,1
1,0,1,10,1,2,1,2,1,10,400,1,5,3,1,5,2,2,1,1,1,1,2,1
0,0,6,14,2,2,1,1,1,6,400,4,5,3,1,6,2,2,1,2,1,1,3,1
1,0,4,14,2,2,2,2,2,1,400,3,5,3,1,5,2,2,1,2,1,1,2,1
0,0,5,7,2,1,2,1,2,12,400,2,5,3,0,5,2,2,1,4,1,1,1,1
1,0,6,3,2,2,2,2,2,10,400,4,5,3,1,5,2,2,1,4,1,1,2,1
2,0,7,7,2,2,1,1,1,7,400,1,5,3,2,1,2,2,1,1,1,1,3,1
1,0,8,18,2,2,1,1,2,12,400,1,5,3,0,7,2,2,1,1,1,1,2,0
6,0,9,18,2,2,2,1,2,16,400,1,5,3,0,6,2,2,1,4,1,1,2,1
1,0,4,7,2,2,2,1,2,10,400,4,5,3,2,5,2,2,1,1,5,2,2,1
1,0,8,14,2,2,1,2,2,14,400,1,5,3,2,5,2,2,1,4,1,1,1,1
0,0,12,6,2,2,1,1,2,15,400,2,5,3,0,6,2,2,1,4,1,1,2,1
1,0,7,10,2,1,2,1,2,6,400,3,5,3,0,7,2,2,1,2,1,1,2,1
0,0,14,10,2,2,2,1,1,10,400,2,5,3,2,7,2,2,1,3,1,1,3,1
2,0,5,18,2,2,2,1,1,4,400,4,5,3,3,7,2,2,1,2,1,1,3,1
1,0,7,10,2,2,2,1,1,9,500,4,5,3,2,6,2,2,1,2,4,1,3,1
1,0,1,14,2,2,2,2,2,16,400,4,5,3,2,7,2,2,1,4,1,1,1,1
14,0,4,3,2,2,2,2,1,12,400,4,5,3,3,8,2,2,1,1,1,1,3,1
50,0,4,14,2,2,1,1,1,7,400,2,5,3,3,4,2,2,1,1,1,1,3,1
0,0,5,12,1,2,2,2,2,7,400,3,5,3,0,6,2,2,1,3,1,1,2,1
0,0,8,14,2,2,2,2,2,14,700,1,5,3,2,8,2,2,1,4,1,1,1,1
2,0,1,7,2,1,1,2,1,14,400,3,5,3,0,5,2,2,1,1,1,1,2,1
2,0,6,18,2,2,2,1,2,10,400,3,5,3,1,6,2,2,1,1,1,1,2,1
0,0,8,10,2,2,2,1,1,2,400,4,5,3,2,9,2,2,1,4,1,1,3,1
2,0,5,10,2,1,1,1,2,9,400,3,5,3,0,5,2,2,1,1,1,1,1,0
0,0,2,3,1,2,2,1,2,13,400,4,5,3,0,7,2,2,1,1,1,1,1,1
1,0,4,7,2,2,2,1,1,2,400,1,5,3,2,5,2,2,1,2,1,1,3,1
0,0,6,10,1,1,2,2,2,8,400,1,5,3,1,7,2,2,1,1,1,1,1,1
1,0,6,18,2,2,2,1,2,12,400,4,5,3,1,5,2,2,1,1,1,1,2,1
2,0,6,3,2,2,2,1,3,15,400,3,5,3,1,7,2,2,1,2,1,1,2,1
2,0,7,7,2,2,2,1,2,13,400,1,5,3,0,6,2,2,1,1,5,2,1,1
0,0,3,18,2,2,2,1,2,12,400,3,5,3,2,5,2,2,1,4,1,1,2,1
0,0,1,7,1,2,1,2,1,14,400,1,5,3,2,3,2,2,1,2,1,1,2,1
0,0,0,18,2,2,1,1,2,6,400,1,5,3,2,4,2,2,1,2,1,1,1,1
1,0,7,14,2,2,1,1,3,1,400,1,5,3,3,7,2,2,1,3,1,1,1,1
2,0,5,7,2,2,2,1,2,13,400,4,5,3,2,8,2,2,1,1,1,1,2,1
0,0,7,7,2,2,2,1,1,5,400,4,5,3,2,6,2,2,1,3,1,1,3,1
1,0,0,18,2,2,1,1,2,10,400,2,5,3,1,3,2,2,1,4,3,1,2,1
0,0,6,14,2,2,2,1,1,5,400,3,5,3,2,5,2,2,1,2,1,1,3,1
0,0,4,3,2,2,1,2,1,9,400,4,5,3,3,5,2,2,1,4,1,3,3,1
1,0,5,14,2,2,2,1,2,7,400,3,5,3,0,5,2,2,1,2,1,1,1,1
0,0,10,7,2,2,2,1,2,2,400,3,5,3,1,8,2,2,1,1,1,1,2,1
0,0,6,14,2,1,1,1,2,13,400,2,5,3,0,5,2,2,1,4,1,1,2,1
3,0,7,7,2,2,2,1,2,5,400,1,5,3,1,5,2,2,1,4,1,1,1,0
0,0,3,18,2,1,2,1,1,2,400,2,5,3,2,6,2,2,1,1,1,1,3,1
1,0,8,18,2,2,2,1,1,13,400,4,5,3,0,7,2,2,1,3,1,1,3,1
1,0,6,18,2,2,2,1,2,2,400,4,5,3,1,8,2,2,1,4,1,1,2,1
1,0,4,18,1,2,2,1,2,7,400,1,5,3,0,5,2,2,1,1,1,1,1,0
0,0,5,7,2,2,1,1,1,8,400,1,5,3,3,1,2,2,1,1,1,1,3,1
0,0,3,10,2,1,1,1,1,1,400,4,5,3,3,5,2,2,1,1,1,1,3,1
0,0,7,3,2,2,2,2,2,8,400,2,5,3,2,7,2,2,1,1,1,1,2,1
0,0,12,18,2,2,2,2,3,6,400,3,5,3,0,5,2,2,1,1,5,2,1,1
0,0,11,3,2,2,2,2,2,1,400,2,5,3,1,8,2,2,1,1,1,1,1,1
0,0,10,14,2,2,2,2,2,2,400,4,5,3,2,7,2,2,1,4,1,1,1,1
1,0,3,10,2,2,1,1,1,13,400,2,5,3,2,5,2,2,1,4,1,1,3,1
0,0,7,7,2,2,2,1,2,11,400,2,5,3,1,7,2,2,1,3,1,1,1,1
0,0,6,18,2,1,1,1,1,11,400,2,5,3,0,5,2,2,1,4,1,1,3,1
1,0,6,7,2,2,1,2,2,5,400,2,5,3,2,5,2,2,1,4,1,1,1,1
0,0,13,19,2,2,1,1,2,14,400,3,5,3,2,7,2,2,2,4,1,1,2,1
2,0,4,7,2,2,2,2,1,15,400,3,5,3,3,5,2,2,1,1,1,1,3,1
2,0,5,18,1,2,2,2,2,3,400,3,5,3,2,6,2,2,1,4,1,1,1,1
0,0,8,18,2,1,2,2,2,6,400,4,5,3,0,7,2,2,1,1,1,1,1,1
4,0,5,7,2,2,1,2,2,5,400,2,5,3,3,5,2,2,1,2,1,1,2,1
0,0,9,7,2,2,2,1,2,8,400,3,5,3,0,5,2,2,1,1,1,1,2,1
0,0,12,10,2,2,2,1,2,4,400,3,5,3,2,6,2,2,1,1,1,1,1,0
50,0,7,14,2,2,1,1,2,7,400,2,5,3,0,4,2,2,1,1,1,1,1,1
1,0,11,19,2,1,1,2,2,15,400,1,5,3,2,4,2,2,1,1,4,1,2,1
0,0,7,18,2,1,2,1,2,14,400,2,5,3,1,7,2,2,1,1,1,1,1,1
4,0,8,7,2,2,2,1,2,4,400,4,5,3,0,5,2,2,1,1,1,1,1,1
4,0,6,12,2,2,2,1,2,9,400,4,5,3,0,7,2,2,1,1,1,1,2,1
0,0,8,3,2,2,2,1,2,11,400,3,5,3,1,7,2,2,1,1,1,1,2,1
1,0,4,7,2,2,1,2,2,15,400,4,5,3,1,5,2,2,1,4,1,1,1,1
0,0,6,14,2,2,2,1,2,5,400,2,5,3,2,9,2,2,1,1,5,2,2,1
1,0,7,7,2,2,2,1,2,6,400,3,5,3,2,6,2,2,1,1,1,1,1,1
0,0,12,16,2,2,2,1,2,10,400,2,5,3,3,6,2,2,1,2,1,1,2,0
1,0,9,18,2,2,2,2,2,1,400,3,5,3,2,6,2,2,1,4,1,1,1,1
0,0,8,18,1,2,2,2,2,11,400,1,5,3,2,7,2,1,1,3,1,1,1,1
0,0,4,18,2,2,2,1,2,1,400,4,5,3,0,7,2,2,1,1,1,1,2,0
0,0,7,10,2,2,2,1,2,6,400,1,5,3,2,5,2,2,1,1,1,1,2,1
1,0,4,1,2,2,2,1,2,2,400,3,5,3,0,8,2,2,1,1,1,1,2,0
1,0,8,7,2,2,2,1,2,3,400,1,5,3,2,6,2,2,1,3,1,3,2,0
0,0,8,7,2,2,2,1,2,16,400,3,5,3,2,6,2,2,1,4,1,1,2,1
1,0,9,7,2,2,2,2,2,11,400,3,5,3,0,5,2,2,1,1,1,1,2,1
1,0,6,10,2,2,2,1,2,10,400,4,5,3,0,5,2,2,1,4,1,1,2,1
1,1,5,18,2,1,1,2,1,10,400,2,5,3,0,4,2,2,1,1,1,1,3,1
1,0,4,18,2,2,2,1,1,6,400,4,5,3,1,5,2,2,1,4,1,1,3,1
0,0,9,10,2,2,2,1,1,1,400,2,5,3,2,6,2,2,1,2,1,1,3,1
1,0,9,10,2,2,2,1,1,11,400,2,5,3,0,6,2,2,1,2,1,1,3,1
1,0,8,14,2,2,2,1,2,8,400,4,5,3,0,6,2,2,1,2,1,1,1,1
0,0,7,14,1,2,2,1,2,15,400,2,5,3,3,7,2,2,1,4,1,1,2,0
0,0,6,14,1,2,1,1,1,13,400,3,5,3,2,8,2,2,1,4,1,1,3,1
2,0,5,10,2,2,2,2,2,10,400,1,5,3,2,8,2,2,1,3,1,1,2,1
0,0,7,18,1,1,1,1,2,11,400,1,5,3,1,6,2,2,1,2,1,1,2,1
0,0,7,14,2,2,1,2,2,4,400,2,5,3,2,5,2,2,1,1,5,2,2,1
1,0,10,14,2,2,1,1,2,8,400,3,5,3,2,5,2,2,1,3,1,1,2,1
1,0,7,14,2,1,2,1,2,7,400,4,5,3,0,6,2,2,1,1,1,1,1,1
1,0,6,3,2,2,2,2,1,16,400,2,5,3,3,5,2,2,1,1,1,1,3,1
0,0,8,18,2,2,2,1,1,14,400,2,5,3,2,7,2,2,1,2,1,1,3,1
1,0,1,1,2,2,1,1,2,3,400,4,5,3,2,6,2,2,1,3,1,1,2,0
1,0,3,3,2,1,2,1,2,13,400,4,5,3,1,7,2,1,1,1,1,1,1,1
0,0,9,7,2,1,2,1,2,12,400,4,5,3,1,5,2,2,1,1,1,1,2,1
0,0,3,10,2,2,1,1,1,14,400,1,5,3,2,4,2,2,1,3,1,1,3,1
0,0,6,18,2,2,2,2,2,10,400,2,5,3,2,7,2,2,1,1,1,1,2,1
1,0,9,7,2,2,2,1,2,10,400,4,5,3,2,7,2,2,1,3,1,1,2,1
9,0,5,3,2,2,2,1,2,2,400,2,5,3,1,5,2,2,1,1,1,1,2,1
1,0,4,16,2,2,2,2,1,3,400,3,5,3,3,5,2,2,1,4,1,1,3,1
5,0,7,3,2,2,2,1,3,16,400,4,5,3,0,6,2,2,1,1,1,1,1,1
0,0,5,18,2,2,1,1,1,12,400,4,5,3,2,5,2,2,1,3,1,1,3,1
0,0,6,10,2,2,1,1,2,14,400,2,5,3,2,7,2,2,1,1,1,1,2,1
2,0,2,7,2,2,1,1,1,16,400,1,5,3,3,4,2,2,1,4,1,1,3,1
0,0,5,3,2,2,2,2,2,5,400,3,5,3,3,7,2,2,1,1,1,1,1,1
1,0,4,3,2,1,1,1,1,13,400,3,5,3,3,5,2,2,1,1,1,1,3,1
0,0,6,14,2,2,2,1,2,5,400,3,5,3,3,5,2,2,1,4,1,1,2,0
1,0,7,18,2,2,2,1,2,13,700,3,5,3,1,9,2,2,1,1,1,1,1,1
1,0,4,1,2,2,2,1,2,15,400,2,5,3,1,6,2,2,1,2,5,2,1,1
0,0,6,10,2,2,2,1,1,11,400,1,5,3,1,6,2,2,1,1,1,1,3,1
0,0,8,7,2,1,1,1,1,15,400,1,5,3,1,5,2,2,1,1,1,1,3,1
0,0,6,7,2,2,1,2,2,7,500,1,5,3,2,5,2,2,1,3,4,1,1,0
0,0,10,18,2,2,1,2,2,11,400,4,5,3,0,5,2,1,1,3,1,1,2,1
2,0,10,7,2,2,2,2,2,10,400,4,5,3,1,6,2,2,1,1,1,1,2,1
1,0,7,14,2,2,2,1,2,6,400,4,3,3,0,8,2,2,1,2,1,1,1,1
0,0,8,18,2,2,2,1,1,8,400,2,5,3,2,7,2,2,1,1,1,3,3,1
0,0,5,14,1,2,2,2,2,11,400,2,5,3,2,5,2,2,1,1,1,1,2,1
1,0,7,10,2,1,2,2,2,12,400,2,5,3,0,5,2,2,1,1,1,1,2,1
0,0,7,14,2,2,2,2,2,5,400,3,5,3,2,4,2,2,1,4,1,1,2,1
1,0,7,18,2,2,2,1,2,1,400,4,5,3,2,7,2,2,1,4,1,1,1,1
0,0,10,6,2,2,2,1,1,16,400,4,5,3,2,6,2,2,1,1,1,1,3,1
1,0,7,14,1,2,2,1,1,4,400,3,5,3,1,6,2,2,1,3,1,1,3,1
0,0,7,18,2,2,2,1,1,15,400,3,5,3,2,6,2,2,1,4,3,1,3,1
1,0,5,18,1,2,1,1,1,5,400,1,5,3,1,8,2,2,1,4,1,1,3,1
3,0,10,19,2,2,3,1,2,8,400,4,5,3,2,6,2,2,1,1,1,1,2,1
2,0,5,1,2,2,2,1,2,7,400,3,5,3,1,6,2,2,1,1,1,1,1,1
1,0,6,7,2,1,2,1,1,15,400,3,5,3,3,5,2,2,1,3,1,1,3,1
1,0,7,14,2,2,1,1,2,11,400,3,5,3,0,8,2,2,1,1,1,1,1,1
1,0,11,10,2,1,2,2,1,8,400,1,5,3,1,5,2,2,1,4,1,1,2,1
0,0,6,3,2,2,2,2,2,1,400,3,5,3,0,8,2,2,1,2,5,2,1,1
1,0,6,18,1,2,1,1,1,15,400,4,5,3,1,7,2,2,1,1,1,1,3,1
0,0,9,14,2,2,2,1,2,12,400,2,4,2,0,7,2,2,1,1,1,1,2,1
4,0,5,14,2,2,1,1,2,4,400,2,5,3,0,5,2,2,1,4,1,1,2,1
0,0,4,1,2,2,2,1,1,14,400,2,5,3,0,6,2,2,1,4,1,1,3,1
1,0,7,14,2,2,2,1,2,6,400,2,5,3,0,5,2,2,1,2,1,1,2,0
1,0,14,18,2,2,2,1,2,9,400,3,5,3,2,7,2,2,1,1,1,1,2,1
1,0,13,1,2,2,1,1,3,8,400,1,5,3,0,7,2,2,1,1,1,1,1,1
0,0,7,10,2,2,1,1,1,9,400,1,5,3,1,6,2,2,1,2,1,1,3,1
1,0,8,14,2,2,1,1,2,6,400,4,5,3,0,5,2,2,1,4,1,1,2,1
0,0,10,14,2,2,2,2,1,8,400,1,5,3,0,8,2,2,2,1,1,1,3,1
1,0,10,3,2,2,2,1,1,2,400,1,5,3,2,7,2,2,1,1,1,1,3,1
4,0,6,14,2,2,2,1,2,12,400,4,5,3,2,5,2,2,1,2,1,1,1,0
0,0,5,10,2,2,2,2,2,7,400,3,5,3,0,6,2,2,1,1,1,1,2,1
0,0,5,14,2,2,2,1,2,5,400,2,5,3,0,7,2,2,1,2,1,1,2,1
1,0,7,18,2,2,2,2,2,5,400,1,5,3,2,7,2,2,1,4,1,1,2,1
3,0,6,10,2,1,1,1,2,6,400,4,5,3,1,5,2,2,1,4,1,1,2,1
0,0,8,12,2,2,1,2,2,1,400,4,5,3,2,6,2,2,1,1,1,1,1,1
1,0,7,3,2,2,2,1,2,13,400,2,5,3,1,6,2,2,1,3,1,1,2,1
0,0,6,14,2,2,2,2,2,10,400,2,5,3,2,4,2,2,1,4,1,1,2,1
1,0,10,3,2,2,2,1,2,9,400,3,5,3,0,8,2,2,1,4,1,1,1,1
0,0,1,7,1,2,2,1,1,14,400,3,5,3,0,5,2,2,1,1,5,2,2,0
2,0,8,7,2,2,2,2,2,4,400,2,5,3,1,6,2,2,1,4,1,1,1,1
0,0,8,10,2,2,2,1,2,2,400,1,5,3,0,7,2,2,1,1,1,1,2,1
1,0,10,18,2,2,2,1,2,3,400,4,5,3,2,8,2,2,1,4,1,1,2,1
0,0,10,1,2,2,2,2,2,9,400,2,5,3,1,8,2,2,1,1,1,1,1,1
0,0,10,6,2,2,1,2,1,11,400,2,5,3,2,5,2,2,1,1,1,1,3,1
0,0,7,10,2,2,2,1,2,1,400,2,5,3,1,6,2,2,1,3,1,3,2,1
0,0,12,3,2,2,2,1,1,2,400,3,5,3,2,8,2,2,1,4,1,1,3,1
1,0,10,14,2,2,1,2,2,13,400,1,5,3,1,7,2,2,1,3,1,1,1,1
1,0,7,18,2,2,2,1,2,15,400,1,5,3,0,5,2,2,1,1,1,1,1,1
1,0,5,1,2,2,2,1,2,15,400,3,5,3,2,7,2,2,1,1,1,1,1,1
23,0,7,10,2,1,1,2,2,3,400,4,5,3,2,5,2,2,1,3,1,1,2,1
0,0,7,14,2,2,2,2,1,12,500,1,5,3,1,6,2,2,1,4,4,1,3,1
2,0,9,7,1,2,2,1,1,11,400,3,5,3,3,6,2,2,1,2,1,1,3,1
0,0,6,18,2,2,2,2,2,14,400,1,5,3,0,7,2,2,1,4,1,1,2,1
1,0,4,10,2,2,2,1,1,11,400,2,5,3,2,5,2,2,1,2,1,1,3,1
0,0,6,7,2,2,2,1,2,10,400,4,5,3,2,5,2,2,1,3,1,1,2,1
0,0,3,14,2,2,2,1,2,3,400,4,5,3,0,5,2,2,1,1,1,1,2,1
1,0,4,7,2,2,2,2,2,3,400,4,5,3,1,7,2,2,1,3,1,1,2,1
1,0,2,18,2,2,1,1,1,16,400,3,5,3,0,4,2,2,1,1,1,1,3,1
43,0,5,18,2,2,2,1,2,16,400,4,5,3,0,5,2,2,1,1,1,1,2,1
4,0,4,14,2,2,2,1,1,6,400,1,5,3,0,5,2,2,1,1,5,2,3,1
1,0,11,10,2,2,2,1,1,16,400,1,5,3,0,8,2,2,1,1,1,1,3,1
1,0,6,14,1,2,1,2,2,10,400,3,5,3,0,5,2,2,1,2,1,1,1,1
1,0,0,10,2,1,1,2,1,11,400,1,5,3,1,5,2,2,1,4,1,1,3,1
1,0,14,14,1,2,2,1,2,4,400,4,5,3,1,8,2,2,1,1,1,1,2,1
0,0,7,7,2,2,1,1,2,16,400,1,5,3,1,4,2,2,1,2,1,1,1,1
1,1,6,3,2,2,2,1,2,2,400,3,5,3,0,5,2,2,1,1,1,1,1,0
0,0,7,14,2,2,1,2,2,15,400,4,5,3,1,6,2,2,1,2,1,1,1,1
2,0,7,7,2,2,2,1,1,12,400,1,5,3,0,5,2,2,1,1,1,1,3,1
0,0,3,7,2,2,1,1,2,13,400,3,5,3,2,5,2,2,1,1,1,1,2,1
0,0,8,18,2,1,2,1,2,3,400,1,5,3,0,8,2,2,1,2,1,1,1,1
0,0,7,14,2,2,2,1,1,6,400,3,5,3,2,6,2,2,1,1,1,1,3,1
3,0,8,18,1,2,1,1,2,9,400,4,5,3,0,5,2,2,1,4,1,1,1,1
2,0,8,18,2,2,2,2,2,12,400,3,5,3,0,6,2,2,1,1,1,1,1,1
0,1,8,14,2,2,2,1,1,8,400,4,5,3,3,7,2,2,1,2,1,1,3,1
5,0,5,14,2,2,2,1,1,4,400,4,5,3,2,7,2,2,1,1,1,1,3,1
7,0,2,19,2,2,1,1,2,11,400,4,5,3,0,5,2,2,2,4,1,1,2,1
3,1,8,3,2,2,2,2,2,1,400,4,5,3,1,8,2,2,1,2,1,1,1,1
0,0,7,3,2,2,2,2,2,5,400,4,5,3,0,5,2,2,1,3,1,1,2,1
0,0,6,14,2,2,1,1,1,1,400,2,5,3,2,5,2,2,1,4,1,1,3,1
2,0,5,14,1,2,2,2,2,6,400,1,5,3,2,8,2,2,1,3,1,1,1,1
1,0,7,7,2,2,2,1,1,9,400,2,5,3,0,6,2,2,1,4,5,2,3,1
1,1,8,10,2,2,2,1,2,14,400,2,5,3,2,7,2,2,1,4,1,1,2,0
1,0,7,10,2,2,2,1,1,14,400,2,5,3,2,9,2,2,1,4,1,1,3,1
0,0,5,7,2,2,1,1,1,16,400,4,5,3,3,1,2,2,1,1,1,1,3,1
0,0,10,7,1,2,2,1,1,5,400,2,5,3,2,6,2,2,1,4,1,1,3,1
1,0,7,18,2,1,1,2,1,3,400,2,5,3,0,4,2,2,1,2,1,3,3,1
1,0,5,14,2,2,2,1,2,16,400,4,5,3,0,7,2,2,1,1,1,1,2,1
2,0,8,6,2,2,2,1,2,7,400,2,5,3,2,7,2,2,1,1,1,1,1,0
2,0,4,14,2,1,2,1,2,9,400,4,5,3,3,5,2,2,1,2,1,1,2,0
0,0,5,14,2,2,2,1,2,15,400,2,5,3,2,5,2,2,1,2,1,1,1,1
1,0,8,10,2,2,2,1,2,6,400,1,5,3,1,5,2,2,1,1,1,1,1,1
10,0,7,14,2,2,2,1,2,2,400,2,5,3,2,7,2,2,1,1,1,1,2,1
2,0,4,14,2,1,2,2,2,1,400,1,5,3,0,5,2,2,1,1,1,1,2,1
0,0,9,14,2,2,1,1,1,5,400,2,5,3,2,7,2,2,1,2,1,1,3,1
0,0,6,18,2,2,2,1,1,5,400,1,5,3,2,5,2,2,1,1,1,1,3,1
1,0,6,3,2,2,2,1,1,2,400,1,5,3,1,7,2,2,1,1,1,1,3,1
2,0,7,18,2,2,1,1,1,16,400,1,5,3,1,4,2,2,1,1,1,1,3,1
0,0,5,18,2,1,1,1,2,7,400,3,5,3,1,5,2,2,1,4,1,1,1,1
0,0,10,3,2,1,1,2,1,10,400,2,5,3,2,5,2,2,1,1,1,1,3,1
0,0,8,10,2,1,1,1,1,4,400,4,5,3,2,5,2,2,1,1,1,1,3,1
0,0,5,7,2,1,2,1,1,13,400,3,5,3,2,6,2,2,1,1,1,1,3,1
1,0,4,18,2,2,1,1,2,10,500,1,5,3,2,5,2,2,1,3,3,2,2,0
29,0,5,10,2,2,1,1,1,14,400,4,5,3,1,4,2,2,1,4,1,1,2,1
1,0,5,18,2,2,2,1,2,3,400,4,5,3,0,6,2,2,1,2,1,1,1,1
2,0,5,18,2,2,2,1,2,9,400,3,5,3,2,7,2,2,1,2,1,1,2,1
47,0,8,10,1,2,1,1,2,4,400,1,5,3,2,6,2,2,1,2,1,1,2,1
1,0,7,3,2,2,2,1,2,9,400,3,5,3,2,6,2,2,1,2,1,1,1,0
0,0,5,14,2,2,1,1,1,8,400,3,5,3,2,5,2,2,1,2,1,1,3,1
15,0,8,7,1,2,2,1,2,13,400,4,5,3,1,8,2,2,1,1,1,1,1,1
0,1,6,14,2,1,2,2,1,2,400,4,5,3,2,5,2,2,1,1,1,1,3,1
1,0,10,7,1,2,1,1,1,3,400,2,5,3,0,6,2,2,1,4,1,1,3,1
0,0,5,14,2,2,1,1,2,13,400,4,5,3,2,6,2,2,1,1,1,1,1,0
1,0,8,7,2,2,1,2,2,3,400,2,5,3,1,5,2,2,1,3,1,1,2,1
0,0,8,18,2,2,2,1,2,8,400,4,5,3,2,8,2,2,1,4,1,1,2,1
1,0,11,10,2,2,2,1,2,9,400,4,5,3,0,8,2,2,1,1,1,1,1,1
1,0,8,10,2,2,2,2,2,13,400,3,5,3,1,6,2,2,1,4,1,1,1,1
0,0,6,18,2,2,1,1,1,10,400,4,5,3,3,5,2,2,1,3,1,1,3,1
21,0,4,3,2,2,2,1,2,1,400,1,5,3,2,5,2,2,1,2,1,1,2,1
2,0,9,10,2,2,2,1,2,9,400,1,5,3,1,5,2,2,1,3,1,1,1,0
3,0,6,14,2,2,2,1,2,11,400,2,5,3,1,6,2,2,1,1,1,1,2,1
2,0,9,7,2,2,4,2,2,16,400,1,5,3,2,6,2,2,1,2,1,1,2,1
1,0,9,10,2,2,2,1,2,1,400,3,5,3,0,5,2,2,1,2,1,1,2,1
0,0,4,10,2,1,1,2,2,6,400,1,5,3,0,5,2,2,1,1,5,2,2,1
0,0,8,6,2,2,2,1,1,12,400,3,5,3,2,8,2,2,1,4,1,1,3,1
0,0,1,7,2,2,1,1,1,2,400,4,5,3,2,1,2,2,1,1,1,1,3,1
0,0,8,14,2,2,2,1,1,14,400,3,5,3,3,5,2,2,1,3,1,1,3,1
1,0,6,18,2,2,2,1,2,9,400,3,5,3,1,6,2,2,1,4,1,3,2,1
0,0,8,10,2,2,2,1,2,11,400,2,5,3,2,5,2,2,1,1,1,1,1,0
1,0,9,7,2,2,2,1,1,3,400,2,5,3,1,7,2,2,1,4,1,1,3,1
0,0,6,18,2,2,2,1,2,3,400,1,5,3,0,9,2,2,1,3,1,1,1,1
0,0,7,10,2,2,1,1,1,14,400,2,5,3,2,4,2,2,1,4,1,1,3,1
9,0,10,6,2,2,2,1,2,5,400,3,5,3,1,7,2,2,1,1,1,1,1,1
16,0,8,18,2,2,2,1,2,15,400,1,5,3,1,5,2,2,1,1,1,1,2,1
0,0,12,3,2,2,2,1,2,1,400,4,5,3,1,6,2,2,1,2,1,1,1,1
2,0,5,7,2,1,1,1,2,1,400,2,5,3,1,5,2,2,1,3,1,1,1,1
4,0,8,14,2,1,1,2,2,3,400,1,5,3,2,9,2,2,1,3,1,1,1,1
1,0,4,7,2,2,1,1,2,12,400,1,5,3,0,5,2,2,1,2,1,1,2,1
1,0,8,14,2,1,1,1,2,11,400,4,5,3,2,6,2,2,1,2,1,1,1,1
0,0,11,3,2,2,1,2,1,3,400,1,5,3,2,7,2,2,1,1,1,1,3,1
0,0,4,18,2,2,2,1,2,16,400,4,5,3,0,5,2,2,1,1,1,1,1,1
2,0,12,7,2,2,1,2,2,5,400,2,5,3,0,6,2,2,1,3,1,1,2,1
8,0,6,7,2,1,1,2,1,2,400,1,1,3,0,5,2,2,1,1,1,1,2,1
0,0,6,7,2,2,2,1,2,14,400,4,5,3,2,5,2,2,1,1,1,1,2,1
1,0,6,18,2,1,1,1,1,13,400,2,5,3,3,5,2,2,1,1,5,2,3,1
0,0,6,14,1,1,1,1,2,8,400,3,5,3,1,5,2,2,1,3,1,1,1,1
0,0,7,18,2,2,2,2,2,13,400,3,5,3,2,6,2,2,1,1,1,1,1,1
0,0,3,10,2,2,1,1,1,10,400,3,5,3,2,5,2,2,1,3,1,1,3,1
1,0,7,19,2,2,2,1,1,13,400,3,5,3,3,6,2,2,1,1,1,1,3,1
5,0,6,10,2,2,2,1,1,9,400,1,5,3,2,8,2,2,1,4,1,1,3,1
1,0,4,14,1,1,2,1,2,9,400,4,5,3,0,5,2,2,1,1,1,1,2,1
0,1,6,14,2,2,1,2,2,10,400,2,5,3,2,5,2,2,1,4,1,1,2,1
0,0,6,14,2,2,1,1,2,15,400,3,5,3,1,5,2,2,1,3,1,1,1,1
1,0,9,10,2,2,2,1,2,16,500,3,5,3,0,6,2,2,1,4,4,1,2,1
1,0,5,18,2,2,1,1,2,2,400,2,5,3,0,5,2,2,1,2,1,1,2,1
1,0,12,3,2,2,2,1,2,5,400,3,5,3,2,6,2,2,1,4,1,1,2,1
1,0,9,14,2,2,2,1,1,4,400,1,5,3,2,5,2,2,1,2,1,1,3,1
0,0,7,14,1,2,2,1,1,16,400,3,5,3,2,7,2,2,1,4,1,1,3,1
0,0,5,7,2,2,1,1,1,2,400,3,5,3,2,4,2,2,1,4,1,1,3,1
36,0,11,3,2,2,1,1,1,4,400,2,5,3,3,6,2,2,1,4,1,1,3,1
0,0,6,14,2,1,2,2,2,3,400,4,5,3,0,5,2,2,1,3,1,1,1,1
